global_step,eval_loss,train_loss,matches
196,1.2642814900193895,0.1196250170469284,103
294,1.030852857799757,0.5302895307540894,128
392,0.9852792524865696,0.03933502361178398,134
490,0.9479006007313728,0.026690786704421043,150
